# Program:featureCounts v2.0.6; Command:"featureCounts" "-g" "gene_id" "-a" "annotation.gtf" "-o" "SRR" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YIR036C	1959	1752	25	86
gene-YIR037W	8120	5567	134	379
gene-YIR038C	14759	4685	233	327
gene-YIR039C	629	523	10	20
gene-YIR041W	0	0	0	0
gene-YIR042C	0	5	0	2
gene-YIR043C	129	139	4	32
gene-YJL225C	2	3	0	1
gene-YJL223C	0	0	0	0
gene-YJL222W	4	4	0	2
gene-YJL221C	0	0	0	0
gene-YJL219W	12	7	0	1
gene-YJL218W	4	36	0	4
gene-YJL217W	1048	2038	24	99
gene-YJL216C	30	37	1	3
gene-YJL214W	37	36	1	12
gene-YJL213W	72	126	8	17
gene-YJL212C	277	122	192	501
gene-YJL210W	509	430	98	250
gene-YJL209W	46	102	91	322
gene-YJL208C	34	88	80	293
gene-YJL207C	576	578	81	290
gene-YJL206C	288	193	22	78
gene-YJL205C	403	317	14	63
gene-YJL204C	103	167	36	134
gene-YJL203W	172	226	51	125
gene-YJL201W	184	225	38	245
gene-YJL200C	70	148	365	1258
gene-YNCJ0001C	0	0	0	0
gene-YJL199C	69	101	6	24
gene-YJL198W	193	303	235	856
gene-YJL197W	238	369	111	374
gene-YJL196C	40	218	63	282
gene-YJL194W	28	68	21	89
gene-YJL193W	32	35	72	267
gene-YJL192C	225	367	149	686
gene-YJL191W	750	844	538	2110
gene-YJL190C	146	833	2510	10114
gene-YJL189W	585	2118	2500	8769
gene-YJL187C	99	205	28	151
gene-YJL186W	260	297	140	481
gene-YJL185C	1017	451	22	40
gene-YJL184W	90	171	30	128
gene-YJL183W	60	128	201	738
gene-YJL181W	22	32	19	72
gene-YJL180C	158	373	17	114
gene-YJL179W	76	186	59	305
gene-YJL178C	569	656	166	797
gene-YJL177W	594	1827	1866	6980
gene-YJL176C	195	473	85	321
gene-YJL174W	947	1505	543	1809
gene-YJL173C	163	584	9	70
gene-YJL172W	991	1111	16	67
gene-YJL171C	500	871	139	584
gene-YJL170C	17	13	3	11
gene-YJL168C	131	242	190	517
gene-YJL167W	1689	2721	169	985
gene-YJL166W	9088	10368	180	617
gene-YJL165C	1801	1845	150	631
gene-YJL164C	625	387	11	28
gene-YJL163C	1353	431	22	32
gene-YJL162C	67	58	57	207
gene-YNCJ0002C	0	0	0	0
gene-YJL161W	270	248	16	55
gene-YJL160C	3	11	3	6
gene-YJL159W	13477	20063	1294	3382
gene-YJL158C	726	3975	37	237
gene-YJL157C	60	70	4	19
gene-YJL156C	263	273	111	280
gene-YJL155C	2030	1339	48	97
gene-YJL154C	1139	1078	38	162
gene-YJL153C	34605	142401	515	4715
gene-YJL151C	4736	3385	253	606
gene-YJL149W	309	245	107	275
gene-YNCJ0003C	11	12	0	2
gene-YNCJ0004C	15	17	3	17
gene-YJL148W	101	121	810	2803
gene-YJL147C	188	209	42	171
gene-YJL146W	515	453	41	205
gene-YJL145W	159	405	55	241
gene-YJL144W	893	1839	29	79
gene-YJL143W	585	934	95	485
gene-YJL142C	21	21	1	10
gene-YJL141C	3767	3324	78	172
gene-YJL140W	985	1081	193	948
gene-YJL139C	172	336	110	402
gene-YJL138C	1339	1850	791	2473
gene-YJL137C	684	591	36	155
gene-YJL136W-A	14	6	1	4
gene-YJL136C	814	2608	1705	7179
gene-YJL134W	164	264	139	570
gene-YJL133C-A	1043	408	111	483
gene-YJL133W	55	41	105	406
gene-YJL132W	222	72	8	53
gene-YJL131C	247	360	27	95
gene-YJL130C	1205	1828	679	2187
gene-YJL129C	369	466	121	485
gene-YJL128C	220	313	96	271
gene-YJL127C-B	382	384	27	90
gene-YJL127C	211	197	91	203
gene-YJL126W	292	261	35	155
gene-YJL125C	160	226	277	999
gene-YJL124C	371	706	107	468
gene-YJL123C	2246	2607	91	449
gene-YJL122W	36	60	818	2927
gene-YJL121C	740	985	129	411
gene-YJL118W	40	66	7	41
gene-YJL117W	565	497	179	734
gene-YJL116C	3919	1503	2409	5740
gene-YJL115W	251	328	42	134
gene-YNCJ0005C	0	0	0	0
gene-YJL114W	23	12	1	2
gene-YJL113W	142	84	8	39
gene-YNCJ0006W	0	0	0	0
gene-YJL112W	305	517	53	270
gene-YJL111W	670	1167	629	2298
gene-YJL110C	252	296	311	1027
gene-YJL109C	197	401	675	2154
gene-YJL108C	47	51	592	2192
gene-YJL107C	31	47	573	1766
gene-YJL106W	140	94	38	121
gene-YJL105W	61	64	7	23
gene-YJL104W	208	520	118	403
gene-YNCJ0007C	75	230	2	31
gene-YJL103C	1063	673	28	77
gene-YJL102W	288	599	8	36
gene-YNCJ0008W	0	0	0	1
gene-YJL101C	758	602	99	298
gene-YJL100W	560	508	37	156
gene-YJL099W	246	197	12	60
gene-YJL098W	104	129	226	652
gene-YJL097W	50	219	28	106
gene-YJL096W	64	354	53	181
gene-YJL095W	296	341	24	86
gene-YJL094C	2215	1533	99	264
gene-YJL093C	262	189	73	279
gene-YJL092W	236	302	26	71
gene-YJL091C	184	338	14	93
gene-YJL090C	131	81	112	352
gene-YJL089W	523	729	4	29
gene-YJL088W	29	337	237	776
gene-YJL087C	45	79	62	193
gene-YJL085W	52	63	53	176
gene-YJL084C	939	580	176	543
gene-YJL083W	193	256	39	157
gene-YJL082W	852	1736	45	155
gene-YJL081C	885	1265	97	371
gene-YJL080C	287	1191	174	628
gene-YJL079C	1076	3101	66	253
gene-YJL078C	860	929	58	130
gene-YJL077W-B	41	45	4	7
gene-YJL077C	63	72	6	20
gene-YJL077W-A	0	0	0	0
gene-YJL076W	369	493	276	906
gene-YJL075C	2	6	2	4
gene-YJL074C	117	663	13	26
gene-YJL073W	94	205	27	94
gene-YJL072C	68	120	29	112
gene-YJL071W	118	174	37	159
gene-YJL070C	383	428	16	74
gene-YJL069C	65	64	474	1547
gene-YJL068C	2606	2535	43	163
gene-YJL066C	7194	3795	98	258
gene-YJL065C	227	350	57	263
gene-YJL063C	254	805	40	209
gene-YJL062W-A	366	917	49	142
gene-YJL062W	108	201	38	143
gene-YJL061W	303	474	107	358
gene-YJL060W	32	54	31	186
gene-YJL059W	333	173	10	74
gene-YJL058C	11	37	10	72
gene-YJL057C	1529	1173	27	138
gene-YJL056C	93	48	37	109
gene-YJL055W	521	1018	128	494
gene-YJL054W	524	564	134	396
gene-YJL053W	586	600	52	234
gene-YJL052C-A	2	1	0	4
gene-YJL052W	102715	89499	1739	5047
gene-YJL051W	101	177	21	52
gene-YJL050W	132	246	530	1498
gene-YJL049W	712	287	52	193
gene-YJL048C	11804	5467	175	329
gene-YJL047C-A	5	5	0	2
gene-YNCJ0009C	4	3	0	0
gene-YJL047C	325	384	28	108
gene-YJL046W	150	244	38	69
gene-YNCJ0010W	0	0	0	0
gene-YNCJ0011W	0	0	0	0
gene-YNCJ0012W	0	0	0	0
gene-YJL045W	459	95	6	10
gene-YJL044C	312	380	143	500
gene-YJL043W	31	22	4	8
gene-YJL042W	2684	4405	98	326
gene-YJL041W	688	779	147	420
gene-YJL039C	327	433	154	541
gene-YNCJ0013C	0	0	0	0
gene-YNCJ0014C	0	0	0	0
gene-YJL038C	34	20	18	29
gene-YJL037W	115	55	7	8
gene-YNCJ0015W	1	1	0	0
gene-YJL036W	757	926	34	120
gene-YJL035C	108	152	20	119
gene-YJL034W	10392	27390	309	1524
gene-YJL033W	347	452	739	2091
gene-YJL031C	486	744	43	188
gene-YJL030W	149	271	31	101
gene-YJL029C	374	424	63	215
gene-YNCJ0016C	0	1	0	0
gene-YJL028W	1	1	0	2
gene-YJL027C	2	3	0	2
gene-YJL026W	1203	1367	157	448
gene-YJL025W	9	11	148	554
gene-YJL024C	393	407	96	271
gene-YNCJ0017C	0	0	0	0
gene-YJL023C	551	354	49	160
gene-YJL020C	2062	2322	43	174
gene-YJL019W	268	231	28	71
gene-YJL016W	778	299	145	529
gene-YJL014W	720	1499	395	1294
gene-YJL013C	327	335	31	119
gene-YJL012C	908	1404	194	681
gene-YJL011C	42	68	153	563
gene-YNCJ0018W	0	0	0	0
gene-YNCJ0019C	0	0	0	0
gene-YJL010C	123	157	302	924
gene-YJL008C	764	1282	298	1020
gene-YJL007C	3	7	0	2
gene-YNCJ0020W	0	0	0	0
gene-YJL006C	89	117	59	238
gene-YNCJ0021C	0	0	0	0
gene-YJL005W	1252	1290	53	158
gene-YJL004C	494	351	57	239
gene-YJL003W	230	304	15	87
gene-YJL002C	399	592	154	753
gene-YJL001W	1503	2596	42	292
gene-YJR001W	438	641	46	344
gene-YJR002W	783	841	492	1531
gene-YJR003C	156	147	236	851
gene-YJR004C	315	167	42	117
gene-YJR005W	755	999	102	375
gene-YJR005C-A	193	480	2	28
gene-YJR006W	425	636	58	269
gene-YJR007W	677	1294	597	2024
gene-YJR008W	17509	7804	191	308
gene-YJR009C	24729	28037	4066	12848
gene-YJR010W	57	106	47	171
gene-YJR010C-A	94	143	21	115
gene-YJR011C	289	296	36	120
gene-YJR012C	133	127	28	91
gene-YJR013W	131	146	68	186
gene-YJR014W	1152	1626	306	879
gene-YJR015W	286	445	111	435
gene-YJR016C	845	1055	2238	4925
gene-YJR017C	767	878	90	368
gene-YJR019C	2771	1909	75	237
gene-YJR021C	1015	598	30	95
gene-YJR022W	16	38	6	26
gene-YJR024C	556	599	91	289
gene-YJR025C	284	385	14	35
gene-YJR026W	0	0	0	0
gene-YJR027W	0	0	1	0
gene-YJR028W	0	0	0	0
gene-YJR029W	0	0	0	0
gene-YJR030C	14	64	4	8
gene-YJR031C	129	238	39	115
gene-YJR032W	62	114	77	228
gene-YJR033C	536	694	12	84
gene-YJR034W	106	217	6	38
gene-YJR035W	509	518	29	111
gene-YJR036C	74	92	10	30
gene-YJR039W	570	342	13	56
gene-YJR040W	53	123	22	78
gene-YJR041C	29	72	200	624
gene-YJR042W	494	642	247	780
gene-YJR043C	3	20	22	77
gene-YNCJ0022C	0	0	0	0
gene-YJR044C	626	533	36	157
gene-YJR045C	10197	22503	422	1425
gene-YJR046W	769	1462	121	506
gene-YNCJ0023C	0	0	0	2
gene-YJR047C	194	237	75	383
gene-YJR048W	581	2842	116	669
gene-YJR049C	1781	1067	97	307
gene-YJR050W	510	457	79	233
gene-YJR051W	689	721	78	212
gene-YNCJ0024W	0	0	0	0
gene-YJR052W	406	314	104	302
gene-YJR053W	48	89	14	26
gene-YJR054W	56	49	56	206
gene-YNCJ0025W	0	0	0	1
gene-YJR055W	88	81	60	147
gene-YNCJ0026W	0	0	0	0
gene-YJR056C	1227	1457	114	400
gene-YNCJ0027C	2	0	0	0
gene-YJR057W	443	208	29	100
gene-YJR058C	137	191	53	180
gene-YJR059W	966	848	98	481
gene-YJR060W	323	410	58	207
gene-YJR061W	302	281	47	179
gene-YJR062C	281	389	24	98
gene-YJR063W	52	80	473	1793
gene-YJR064W	909	1270	571	2088
gene-YJR065C	2556	2885	136	651
gene-YJR066W	1041	951	56	231
gene-YJR067C	174	203	47	85
gene-YJR068W	370	740	104	338
gene-YJR069C	17	41	79	273
gene-YJR070C	273	575	1773	5021
gene-YJR072C	541	761	283	1058
gene-YJR073C	16286	18329	214	716
gene-YJR074W	1322	1179	41	97
gene-YJR075W	480	463	157	536
gene-YJR076C	536	1077	112	560
gene-YJR077C	2701	6338	456	1522
gene-YJR078W	89	60	4	17
gene-YJR079W	3	20	0	2
gene-YJR080C	639	1354	23	140
gene-YJR082C	265	258	87	290
gene-YJR083C	110	215	24	85
gene-YJR084W	169	378	31	191
gene-YJR085C	2384	2572	51	224
gene-YJR086W	25	53	9	30
gene-YJR088C	437	646	88	450
gene-YJR089W	166	246	94	300
gene-YJR090C	663	569	108	456
gene-YJR091C	903	1066	38	169
gene-YJR092W	322	555	19	94
gene-YJR093C	382	322	90	325
gene-YJR094C	1666	180	35	15
gene-YNCJ0028C	30	36	0	4
gene-YJR094W-A	600	2473	1076	4239
gene-YJR095W	1210	4736	18	125
gene-YJR096W	740	1773	30	168
gene-YJR097W	32	28	166	588
gene-YJR098C	303	264	29	161
gene-YJR099W	304	435	14	75
gene-YJR100C	288	571	66	274
gene-YNCJ0029W	0	0	0	0
gene-YJR101W	138	508	84	273
gene-YJR102C	101	204	27	120
gene-YJR103W	2966	3200	83	266
gene-YJR104C	14817	17140	927	3633
gene-YJR105W	697	1695	648	2274
gene-YJR106W	711	327	30	63
gene-YJR107W	287	212	21	92
gene-YJR107C-A	355	404	28	44
gene-YJR108W	81	36	1	6
gene-YJR109C	699	502	121	308
gene-YJR110W	87	80	57	182
gene-YJR111C	182	195	64	257
gene-YJR112W	152	227	41	148
gene-YJR112W-A	237	358	39	123
gene-YJR113C	720	1403	100	435
gene-YJR115W	268	85	5	35
gene-YJR116W	182	171	14	84
gene-YJR117W	1537	1274	117	522
gene-YJR118C	109	288	14	82
gene-YJR119C	67	70	64	183
gene-YJR120W	513	879	10	44
gene-YJR121W	11706	28906	322	1524
gene-YJR122W	399	323	33	131
gene-YJR123W	3930	9476	8534	32209
gene-YJR124C	14	38	186	689
gene-YJR125C	1181	1699	72	397
gene-YJR126C	1177	951	96	384
gene-YJR127C	256	423	46	171
gene-YJR128W	4	7	0	1
gene-YNCJ0030W	23	41	5	19
gene-YJR129C	125	195	54	104
gene-YJR130C	675	735	75	237
gene-YJR131W	270	226	39	94
gene-YJR132W	220	299	380	1072
gene-YJR133W	387	908	64	197
gene-YJR134C	556	754	80	376
gene-YJR135C	135	170	14	54
gene-YJR135W-A	217	523	24	85
gene-YJR136C	152	115	55	165
gene-YJR137C	375	205	122	415
gene-YJR138W	330	405	53	241
gene-YJR139C	2084	2757	185	901
gene-YJR140C	117	232	23	96
gene-YJR141W	173	237	58	230
gene-YJR142W	522	812	19	135
gene-YJR143C	204	654	186	698
gene-YJR144W	161	546	112	491
gene-YJR145C	937	2906	2271	9254
gene-YJR146W	63	41	6	12
gene-YJR147W	178	97	31	90
gene-YJR148W	2230	1794	51	179
gene-YJR149W	248	280	14	49
gene-YJR150C	108	30	1	3
gene-YJR151C	879	314	16	29
gene-YJR151W-A	1	2	0	0
gene-YJR152W	155	129	23	67
gene-YJR153W	147	107	5	12
gene-YJR154W	34	43	5	11
gene-YJR155W	349	197	10	55
gene-YJR156C	62	49	2	2
gene-YJR158W	1	2	0	1
gene-YJR159W	0	0	0	0
gene-YJR160C	87	37	0	3
gene-YJR161C	134	95	5	23
gene-YKL224C	0	0	0	0
gene-YKL222C	250	169	30	103
gene-YKL221W	77	28	4	15
gene-YKL220C	102	88	23	72
gene-YKL219W	81	70	56	152
gene-YKL218C	346	362	18	56
gene-YKL217W	8558	3598	101	124
gene-YKL216W	479	896	507	1414
gene-YKL215C	3377	1895	109	255
gene-YKL214C	263	430	42	194
gene-YKL213C	827	1274	19	110
gene-YKL212W	551	890	201	738
gene-YKL211C	95	174	141	511
gene-YNCK0001W	2	1	0	1
gene-YKL210W	1759	2637	89	557
gene-YKL209C	421	265	11	37
gene-YNCK0002C	1	0	0	1
gene-YKL208W	68	166	13	57
gene-YKL207W	525	994	113	535
gene-YKL206C	526	558	50	292
gene-YKL205W	368	474	209	777
gene-YKL204W	706	1314	88	262
gene-YKL203C	839	716	64	260
gene-YKL201C	1574	649	476	1086
gene-YKL198C	3137	1030	176	490
gene-YKL197C	480	453	9	63
gene-YNCK0003W	0	0	0	0
gene-YKL196C	1301	1246	165	734
gene-YKL195W	1370	3061	61	280
gene-YKL194C	8	79	12	63
gene-YKL193C	1548	1439	41	232
gene-YKL192C	847	1989	87	485
gene-YKL191W	262	293	296	1239
gene-YKL190W	242	325	141	613
gene-YNCK0004W	0	0	0	0
gene-YKL189W	266	216	34	163
gene-YKL188C	1035	465	8	16
gene-YKL187C	6106	1427	42	52
gene-YKL186C	1033	652	128	530
gene-YKL185W	897	1505	8	96
gene-YKL184W	632	773	75	252
gene-YKL183C-A	5	4	0	7
gene-YKL183W	125	122	37	109
gene-YKL182W	16479	17156	251	647
gene-YKL181W	987	1262	984	3350
gene-YKL180W	1101	3301	2939	11436
gene-YKL179C	764	933	66	293
gene-YKL178C	35	30	6	7
gene-YKL176C	851	796	240	781
gene-YKL175W	721	597	238	683
gene-YKL174C	870	569	94	349
gene-YKL173W	666	510	134	397
gene-YKL172W	376	625	1202	3913
gene-YKL171W	1755	992	44	117
gene-YKL170W	293	645	26	121
gene-YKL168C	739	545	26	126
gene-YKL167C	339	566	60	235
gene-YKL166C	47	70	152	541
gene-YKL165C	249	258	32	75
gene-YNCK0005C	1	0	2	5
gene-YKL164C	6313	8569	451	1434
gene-YKL163W	2934	1800	78	202
gene-YKL162C	395	275	4	39
gene-YKL161C	132	108	94	176
gene-YKL160W	1079	1501	137	537
gene-YKL159C	190	287	35	149
gene-YKL157W	4796	4519	149	542
gene-YKL156W	836	954	1468	5282
gene-YKL155C	86	199	121	368
gene-YKL154W	58	57	98	402
gene-YNCK0006C	0	0	0	0
gene-YKL152C	64248	67644	3937	14829
gene-YKL151C	3164	1906	47	157
gene-YKL150W	8213	6520	366	1373
gene-YKL149C	393	250	22	136
gene-YKL148C	2880	4812	56	270
gene-YKL146W	2051	1567	88	353
gene-YKL145W	2669	4065	210	945
gene-YKL144C	46	91	167	586
gene-YKL143W	365	566	451	1637
gene-YKL142W	8918	9675	148	548
gene-YKL141W	8577	6087	145	548
gene-YKL140W	201	299	38	149
gene-YKL139W	200	141	143	506
gene-YKL138C-A	284	338	20	93
gene-YKL138C	276	636	37	170
gene-YKL137W	182	459	36	102
gene-YKL135C	1088	1269	117	484
gene-YKL134C	43	119	13	74
gene-YKL133C	556	297	41	137
gene-YKL132C	15	50	7	27
gene-YKL130C	78	171	59	205
gene-YKL129C	884	982	19	97
gene-YKL128C	194	121	51	191
gene-YNCK0007W	0	2	0	0
gene-YKL127W	153	364	12	74
gene-YKL126W	1030	1017	92	427
gene-YKL125W	280	163	315	1188
gene-YKL124W	823	361	59	238
gene-YKL122C	169	498	135	533
gene-YKL121W	453	345	35	124
gene-YKL120W	35	39	1406	2792
gene-YKL119C	36	197	18	111
gene-YNCK0008W	0	0	0	0
gene-YKL117W	4143	6073	108	548
gene-YKL116C	157	464	27	175
gene-YKL114C	173	371	75	246
gene-YKL113C	26	216	9	67
gene-YKL112W	218	623	61	245
gene-YKL110C	245	313	263	772
gene-YKL109W	4329	5649	77	255
gene-YKL108W	56	80	28	63
gene-YKL107W	604	147	24	55
gene-YKL106C-A	2	1	2	5
gene-YKL106W	57	40	225	689
gene-YKL105C	465	547	21	78
gene-YKL104C	805	1287	123	351
gene-YKL104W-A	0	0	0	0
gene-YKL103C	2022	2496	32	101
gene-YKL102C	0	1	0	0
gene-YKL101W	122	465	6	92
gene-YKL100C	993	1033	51	223
gene-YKL099C	74	154	341	1378
gene-YKL098W	369	392	61	344
gene-YKL097C	5	1	0	0
gene-YKL096C-B	37	7	2	3
gene-YKL096W-A	14737	22535	608	2968
gene-YKL096W	2348	4850	816	2743
gene-YKL095W	323	185	66	203
gene-YKL094W	6033	3809	227	754
gene-YKL093W	5284	2243	82	160
gene-YKL092C	60	147	13	77
gene-YKL091C	791	824	29	115
gene-YKL090W	105	125	71	282
gene-YKL089W	10	51	8	69
gene-YKL088W	468	624	89	302
gene-YKL087C	114	169	58	211
gene-YKL086W	40	22	5	24
gene-YKL085W	5773	9682	95	373
gene-YKL084W	32	73	2	18
gene-YKL082C	1310	751	707	2491
gene-YKL081W	1069	3360	1951	6218
gene-YNCK0009W	1	3	2	10
gene-YKL080W	1160	1711	302	1447
gene-YKL079W	238	234	91	262
gene-YKL078W	12	38	339	1019
gene-YKL077W	1095	1158	200	796
gene-YKL075C	723	846	162	526
gene-YKL074C	313	425	115	387
gene-YKL073W	241	796	55	254
gene-YKL072W	87	85	65	207
gene-YNCK0010W	0	1	0	0
gene-YKL071W	172	124	20	93
gene-YKL070W	85	58	30	72
gene-YKL069W	305	399	30	94
gene-YNCK0011C	2	0	0	0
gene-YKL068W-A	21	23	164	458
gene-YKL068W	356	264	221	714
gene-YNCK0012C	0	0	1	0
gene-YKL067W	3031	4485	82	295
gene-YKL065W-A	80	22	8	23
gene-YKL065C	2469	2057	81	347
gene-YKL064W	2341	2409	124	412
gene-YKL063C	456	418	135	474
gene-YKL062W	677	852	31	94
gene-YKL061W	505	464	16	62
gene-YKL060C	100662	92609	12870	40692
gene-YKL059C	481	511	108	446
gene-YKL058W	645	789	78	294
gene-YKL057C	312	406	117	500
gene-YKL056C	3156	7828	5240	19472
gene-YKL055C	33	28	9	39
gene-YKL054C	742	697	336	1386
gene-YKL053C-A	272	384	26	71
gene-YKL052C	141	141	117	499
gene-YKL051W	227	192	130	487
gene-YKL050C	171	105	10	60
gene-YKL049C	207	458	24	118
gene-YKL048C	111	213	75	249
gene-YKL047W	314	203	78	297
gene-YKL046C	781	976	98	322
gene-YKL045W	163	868	59	233
gene-YKL044W	34	40	65	182
gene-YKL043W	164	236	425	1608
gene-YKL042W	48	113	26	87
gene-YKL041W	543	556	89	309
gene-YKL040C	536	622	129	481
gene-YKL039W	667	969	142	529
gene-YNCK0013W	9	6	2	11
gene-YKL038W	1290	1186	83	278
gene-YKL037W	26	35	0	6
gene-YKL035W	3079	4188	59	270
gene-YKL034W	488	348	37	81
gene-YKL033W-A	332	634	58	325
gene-YKL033W	200	163	61	215
gene-YNCK0014W	0	0	0	2
gene-YKL032C	1874	1725	254	536
gene-YKL029C	195	542	3708	9314
gene-YKL028W	682	671	247	1052
gene-YKL027W	154	311	252	853
gene-YKL026C	4291	3244	77	182
gene-YKL025C	228	294	65	329
gene-YKL024C	104	206	558	1990
gene-YKL023C-A	44	59	247	896
gene-YKL023W	505	479	50	172
gene-YKL022C	670	593	127	386
gene-YKL021C	178	322	421	1405
gene-YKL020C	1455	1266	175	654
gene-YKL019W	469	638	103	364
gene-YKL018C-A	229	241	48	152
gene-YKL018W	61	99	74	268
gene-YKL017C	232	333	7	61
gene-YKL016C	3672	6867	134	767
gene-YKL015W	246	215	61	204
gene-YKL014C	111	258	233	843
gene-YKL013C	1163	2164	74	392
gene-YKL012W	546	513	85	297
gene-YKL011C	83	172	25	124
gene-YKL010C	2066	1759	194	678
gene-YKL009W	282	557	1249	4264
gene-YKL008C	317	253	207	685
gene-YKL007W	716	1005	93	486
gene-YKL006C-A	248	307	74	236
gene-YNCK0015C	40	20	3	18
gene-YKL006W	356	1449	1434	5826
gene-YKL005C	1632	1126	119	425
gene-YKL004W	521	372	382	1351
gene-YKL003C	278	529	43	179
gene-YKL002W	1877	1743	138	563
gene-YKL001C	138	114	65	186
gene-YKR001C	1366	2457	119	471
gene-YKR002W	257	463	64	334
gene-YKR003W	196	301	12	88
gene-YKR004C	352	294	33	95
gene-YKR005C	27	41	6	52
gene-YKR006C	160	573	49	212
gene-YKR007W	169	378	55	191
gene-YKR008W	501	668	192	540
gene-YKR009C	10184	2771	100	84
gene-YNCK0016W	0	0	1	0
gene-YKR010C	158	207	96	308
gene-YKR011C	667	1077	17	89
gene-YKR013W	920	2678	45	495
gene-YKR014C	3675	2495	158	502
gene-YKR015C	138	55	23	54
gene-YKR016W	1098	2843	95	445
gene-YKR017C	264	334	27	76
gene-YKR018C	4522	3297	113	309
gene-YKR019C	141	199	44	136
gene-YKR020W	305	440	35	101
gene-YKR021W	480	320	98	275
gene-YKR022C	419	466	115	367
gene-YKR023W	122	252	69	226
gene-YKR024C	79	63	455	1207
gene-YKR025W	192	239	451	1549
gene-YKR026C	135	248	182	690
gene-YNCK0017W	0	1	0	0
gene-YKR027W	38	95	33	165
gene-YKR028W	387	523	120	531
gene-YKR029C	362	334	64	269
gene-YKR030W	125	151	65	260
gene-YKR031C	717	627	21	109
gene-YKR032W	3	3	1	0
gene-YKR034W	30	24	1	6
gene-YKR035W-A	788	1287	66	308
gene-YKR036C	98	79	93	284
gene-YKR037C	150	256	24	130
gene-YKR038C	300	408	191	683
gene-YNCK0018C	0	0	0	0
gene-YKR039W	982	1629	108	158
gene-YNCK0019W	0	0	0	0
gene-YKR041W	10	17	16	76
gene-YKR042W	1520	3184	5380	14652
gene-YKR043C	73	186	221	815
gene-YKR044W	91	149	114	404
gene-YKR045C	60	98	46	144
gene-YKR046C	23302	12910	664	2038
gene-YKR048C	3781	3514	740	2482
gene-YKR049C	4827	2369	83	222
gene-YKR050W	548	309	50	185
gene-YKR051W	197	187	35	127
gene-YKR052C	345	1271	25	85
gene-YKR053C	168	174	31	111
gene-YKR054C	503	429	37	146
gene-YKR055W	233	198	19	118
gene-YKR056W	95	311	452	1443
gene-YKR057W	363	949	1817	6437
gene-YKR058W	1399	658	12	56
gene-YKR059W	394	907	320	1035
gene-YKR060W	83	111	258	982
gene-YKR061W	143	151	122	399
gene-YNCK0020C	44	58	4	14
gene-YKR062W	488	609	212	748
gene-YKR063C	388	323	128	448
gene-YKR064W	300	266	70	289
gene-YKR065C	927	1445	62	246
gene-YKR066C	3590	2083	312	1000
gene-YKR067W	2287	1616	35	99
gene-YKR068C	517	531	121	508
gene-YKR069W	70	99	73	262
gene-YKR070W	201	373	32	156
gene-YKR071C	1857	2278	1595	3989
gene-YKR072C	1174	853	207	752
gene-YKR073C	35	14	7	25
gene-YNCK0021W	0	0	0	0
gene-YKR074W	759	914	52	180
gene-YKR075C	265	143	29	69
gene-YKR076W	2414	1688	24	69
gene-YKR077W	43	232	11	27
gene-YKR078W	320	255	33	101
gene-YKR079C	92	138	219	721
gene-YKR080W	570	796	790	1086
gene-YKR081C	143	231	840	2872
gene-YKR082W	363	557	183	671
gene-YKR083C	27	71	1	29
gene-YKR084C	489	698	94	410
gene-YKR085C	43	170	43	151
gene-YKR086W	369	302	98	320
gene-YKR087C	330	545	66	237
gene-YKR088C	426	598	49	229
gene-YKR089C	1199	829	134	465
gene-YKR090W	133	299	60	225
gene-YKR091W	457	295	13	36
gene-YKR092C	199	111	1342	4970
gene-YKR093W	1554	372	337	1156
gene-YKR094C	556	1437	1894	7439
gene-YKR095W	882	1137	65	371
gene-YKR095W-A	41	79	12	76
gene-YKR096W	2189	1255	105	315
gene-YKR097W	57570	83011	471	1971
gene-YKR098C	210	238	57	208
gene-YKR099W	103	90	323	1111
gene-YKR100C	771	385	115	426
gene-YKR101W	264	222	63	201
gene-YKR102W	0	1	0	0
gene-YKR103W	0	0	0	0
gene-YKR104W	0	0	0	0
gene-YKR105C	0	0	0	0
gene-YKR106W	0	0	0	0
gene-YLL067C	26	17	1	2
gene-YLL066W-B	0	0	0	0
gene-YLL066C	1	0	0	1
gene-YLL064C	0	0	0	0
gene-YLL063C	26	39	13	51
gene-YLL062C	67	109	11	47
gene-YLL061W	307	268	37	96
gene-YLL060C	118	130	19	51
gene-YLL058W	32	82	34	151
gene-YLL057C	100	90	10	31
gene-YLL056C	317	296	15	37
gene-YLL055W	735	1209	19	66
gene-YLL054C	118	189	34	117
gene-YLL053C	110	153	16	67
gene-YLL052C	105	155	18	50
gene-YLL051C	476	449	124	262
gene-YLL050C	3859	5882	279	1350
gene-YLL049W	400	284	26	105
gene-YLL048C	1004	937	480	1715
gene-YLL046C	17	16	31	50
gene-YLL045C	1006	3384	4306	15696
gene-YLL043W	872	834	284	961
gene-YLL042C	69	95	7	20
gene-YLL041C	6599	4160	114	258
gene-YLL040C	1563	1561	33	154
gene-YLL039C	4583	8483	325	1056
gene-YLL038C	130	129	35	122
gene-YLL036C	270	432	172	535
gene-YLL035W	7	24	103	338
gene-YLL034C	64	95	376	1219
gene-YLL033W	85	78	49	155
gene-YLL032C	362	320	29	136
gene-YLL031C	98	200	79	283
gene-YLL030C	1	0	1	1
gene-YLL029W	5018	4102	416	997
gene-YLL028W	199	335	536	1022
gene-YLL027W	1083	427	95	421
